,minute,coin,pnl,fee_paid,balance,balance_btc,balance_usd,btc_price,qty,price,psize,pprice,type,wallet_exposure,total_wallet_exposure
3532,274835,SOL,0.0,-0.025589409000000004,1880.698294905999,0.0,1880.698294905999,1.0,3.45,37.0861,3.45,37.0861,entry_initial_normal_long,0.06803166959131797,0.06803166959131797
3533,274842,SOL,-0.20389500000000282,-0.025548630000000003,1880.468851275999,0.0,1880.468851275999,1.0,-3.45,37.027,0.0,37.0861,close_trailing_long,0.0,0.0
3534,274843,SOL,0.0,-0.0255722372,1880.443279038799,0.0,1880.443279038799,1.0,3.46,36.9541,3.46,36.9541,entry_initial_normal_long,0.06799523677489336,0.06799523677489336
3535,274847,SOL,-0.4985859999999812,-0.025472520000000002,1879.919220518799,0.0,1879.919220518799,1.0,-3.46,36.81,0.0,36.9541,close_trailing_long,0.0,0.0
3536,274848,SOL,0.0,-0.025593190000000002,1879.8936273287989,0.0,1879.8936273287989,1.0,3.5,36.5617,3.5,36.5617,entry_initial_normal_long,0.06807084621156513,0.06807084621156513
3537,274855,SOL,-0.49595000000000056,-0.025494,1879.3721833287989,0.0,1879.3721833287989,1.0,-3.5,36.42,0.0,36.5617,close_trailing_long,0.0,0.0
3538,274856,SOL,0.0,-0.025577657599999998,1879.3466056711989,0.0,1879.3466056711989,1.0,3.52,36.3319,3.52,36.3319,entry_initial_normal_long,0.06804933566489474,0.06804933566489474
3539,274858,SOL,-0.1777599999999984,-0.0255421056,1879.143303565599,0.0,1879.143303565599,1.0,-3.52,36.2814,0.0,36.3319,close_trailing_long,0.0,0.0
3540,274859,SOL,0.0,-0.025563090000000004,1879.1177404755988,0.0,1879.1177404755988,1.0,3.5,36.5187,3.5,36.5187,entry_initial_normal_long,0.06801886185569742,0.06801886185569742
3541,274863,SOL,0.0,-0.03342704,1879.0843134355987,0.0,1879.0843134355987,1.0,4.72,35.41,8.22,35.88207420924574,entry_grid_normal_long,0.156965096185988,0.156965096185988
3542,274869,SOL,0.0,-0.07709464,1879.0072187955986,0.0,1879.0072187955986,1.0,11.08,34.79,19.3,35.25512176165803,entry_grid_normal_long,0.362118805714933,0.362118805714933
3543,274879,SOL,30.341109999999947,-0.142152992,1909.2061758035986,0.0,1909.2061758035986,1.0,-19.3,36.8272,0.0,35.25512176165803,close_trailing_long,0.0,0.0
3544,274880,SOL,0.0,-0.026001658800000004,1909.1801741447987,0.0,1909.1801741447987,1.0,3.51,37.0394,3.51,37.0394,entry_initial_normal_long,0.06809639852783204,0.06809639852783204
3545,274883,SOL,2.1158280000000067,-0.0264248244,1911.2695773203986,0.0,1911.2695773203986,1.0,-3.51,37.6422,0.0,37.0394,close_trailing_long,0.0,0.0
3546,274885,SOL,0.0,-0.026040000000000004,1911.2435373203987,0.0,1911.2435373203987,1.0,3.5,37.2,3.5,37.2,entry_initial_normal_long,0.06812318653149928,0.06812318653149928
3547,274891,SOL,-0.4147500000000157,-0.02595705,1910.8028302703985,0.0,1910.8028302703985,1.0,-3.5,37.0815,0.0,37.2,close_trailing_long,0.0,0.0
3548,274893,SOL,0.0,-0.026026,1910.7768042703985,0.0,1910.7768042703985,1.0,3.5,37.18,3.5,37.18,entry_initial_normal_long,0.06810319222484396,0.06810319222484396
3549,274899,SOL,2.595250000000007,-0.026545050000000004,1913.3455092203985,0.0,1913.3455092203985,1.0,-3.5,37.9215,0.0,37.18,close_trailing_long,0.0,0.0
3550,274909,SOL,0.0,-0.026033,1913.3194762203984,0.0,1913.3194762203984,1.0,3.5,37.19,3.5,37.19,entry_initial_normal_long,0.06803098051201047,0.06803098051201047
3551,274917,SOL,1.1357500000000016,-0.02626015,1914.4289660703985,0.0,1914.4289660703985,1.0,-3.5,37.5145,0.0,37.19,close_trailing_long,0.0,0.0
3552,275080,SOL,0.0,-0.0260736,1914.4028924703985,0.0,1914.4028924703985,1.0,3.36,38.8,3.36,38.8,entry_initial_normal_long,0.06809851808767878,0.06809851808767878
3553,275085,SOL,-0.029567999999978837,-0.026067686400000005,1914.3472567839985,0.0,1914.3472567839985,1.0,-3.36,38.7912,0.0,38.8,close_trailing_long,0.0,0.0
3554,275087,SOL,0.0,-0.026060160000000002,1914.3211966239985,0.0,1914.3211966239985,1.0,3.36,38.78,3.36,38.78,entry_initial_normal_long,0.06806632044287657,0.06806632044287657
3555,275092,SOL,0.0,-0.03407466,1914.2871219639985,0.0,1914.2871219639985,1.0,4.53,37.61,7.89,38.10825095057034,entry_grid_normal_long,0.15706844420053234,0.15706844420053234
3556,275107,SOL,-0.35308499999997783,-0.060064203000000004,1913.8739727609986,0.0,1913.8739727609986,1.0,-7.89,38.0635,0.0,38.10825095057034,close_trailing_long,0.0,0.0
3557,275108,SOL,0.0,-0.0260945588,1913.8478782021987,0.0,1913.8478782021987,1.0,3.46,37.7089,3.46,37.7089,entry_initial_normal_long,0.06817302225846787,0.06817302225846787
3558,275139,SOL,0.0,-0.03408324,1913.8137949621987,0.0,1913.8137949621987,1.0,4.66,36.57,8.12,37.05529482758621,entry_grid_normal_long,0.157219576320351,0.157219576320351
3559,275149,SOL,0.0,-0.07861483999999999,1913.7351801221987,0.0,1913.7351801221987,1.0,10.94,35.93,19.06,36.409401573976915,entry_grid_normal_long,0.3626223738833541,0.3626223738833541
3560,275158,SOL,19.031379999999963,-0.1425989148,1932.6239612073987,0.0,1932.6239612073987,1.0,-19.06,37.4079,0.0,36.409401573976915,close_trailing_long,0.0,0.0
3561,275159,SOL,0.0,-0.026280118800000005,1932.5976810885986,0.0,1932.5976810885986,1.0,3.49,37.6506,3.49,37.6506,entry_initial_normal_long,0.06799169598816053,0.06799169598816053
3562,275166,SOL,-0.5255939999999902,-0.026175,1932.0459120885987,0.0,1932.0459120885987,1.0,-3.49,37.5,0.0,37.6506,close_trailing_long,0.0,0.0
3563,275167,SOL,0.0,-0.0262713672,1932.0196407213987,0.0,1932.0196407213987,1.0,3.51,37.4236,3.51,37.4236,entry_initial_normal_long,0.06798938956487655,0.06798938956487655
3564,275171,SOL,0.0,-0.03433034,1931.9853103813987,0.0,1931.9853103813987,1.0,4.73,36.29,8.24,36.77288058252427,entry_grid_normal_long,0.1568379088452708,0.1568379088452708
3565,275180,SOL,-1.1773359999999888,-0.06036624000000001,1930.7476081413986,0.0,1930.7476081413986,1.0,-8.24,36.63,0.0,36.77288058252427,close_trailing_long,0.0,0.0
3566,275181,SOL,0.0,-0.0262737022,1930.7213344391987,0.0,1930.7213344391987,1.0,3.59,36.5929,3.59,36.5929,entry_initial_normal_long,0.06804115573631321,0.06804115573631321
3567,275182,SOL,0.0,-0.03435432,1930.6869801191988,0.0,1930.6869801191988,1.0,4.84,35.49,8.43,35.95968102016607,entry_grid_normal_long,0.15701152704789276,0.15701152704789276
